TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 19d9f1d4e29eba6388ab9ad9a3e976c6
ERRORS:
**** Item %BULLET for user (JINGOWAWA) is repeated in want list for 1314.
**** Item %BULLET for user (JINGOWAWA) is repeated in want list for 1317.
**** Item %BULLET for user (JINGOWAWA) is repeated in want list for 1322.
**** Item %ICAION for user (HYNIKS) is repeated in want list for 1769.
**** Item %TSUKUYUMI_FULL_MOON_DOWN_SECOND_EDITION____TSUKUYUMI_SUNRISE_KINGDOM___TSUKUYUMI_CHRONOMASTERS___TSUKUYUMI_SENTINELS___TSUKUYUMI_FULL_MOON_DOWN_FIREBORN_EXPANSION___TSUKUYUMI_FULL_MOON_DOWN_LORDS_OF_THE_LOST_SEA_EXPANSION___TSUKUYUMI_FULL_MOON_DOWN_SENTINELS_EXPANSION for user (HYNIKS) is repeated in want list for 1771.
**** Item 2042 is repeated in want list for 245.
**** Item 2042 is repeated in want list for 2523.
**** Item 2042 is repeated in want list for 513.
**** Item 2042 is repeated in want list for 520.
**** Item 217 is repeated in want list for 2523.
**** Item 217 is repeated in want list for 513.
**** Item 217 is repeated in want list for 520.
**** Item 2427 is repeated in want list for 2068.
**** Item 2873 is repeated in want list for 2806.
**** Item 2873 is repeated in want list for 2809.
**** Item 2873 is repeated in want list for 2815.
**** Item 2873 is repeated in want list for 2816.
**** Item 2873 is repeated in want list for 2821.
**** Item 2873 is repeated in want list for 2831.
**** Item 2934 is repeated in want list for 2379.
**** Item 2934 is repeated in want list for 2380.
**** Item 2934 is repeated in want list for 2382.
**** Item 2934 is repeated in want list for 2383.
**** Item 2934 is repeated in want list for 2384.
**** Item 2934 is repeated in want list for 2385.
**** Item 2934 is repeated in want list for 2386.
**** Item 2934 is repeated in want list for 2388.
**** Item 2934 is repeated in want list for 2392.
**** Item 2934 is repeated in want list for 2395.
**** Item 2934 is repeated in want list for 2406.
**** Item 2934 is repeated in want list for 2407.
**** Item 2934 is repeated in want list for 2410.
**** Item 2934 is repeated in want list for 2412.
**** Item 2934 is repeated in want list for 2414.
**** Item 2934 is repeated in want list for 2415.
**** Item 2934 is repeated in want list for 2419.
**** Item 2934 is repeated in want list for 2423.
**** Item 834 is repeated in want list for 2042.
**** Item 96 is repeated in want list for 2074.
**** Unknown item %7_WONDERS_DUEL for user (PIOTREKPIOTREK) (1 occurrence)
**** Unknown item %HEGEMONY_LEAD_YOUR_CLASS_TO_VICTORY_HEGEMONY_LEAD_YOUR_CLASS_TO_VICTORY_CRISIS_CONTROL_HEGEMONY_LEAD_YOUR_CLASS_TO_VICTORY_HISTORICAL_EVENTS for user (YAVI) (4 occurrences)
**** Unknown item %HIGH_FRONTIER_4_ALL for user (YAVI) (2 occurrences)
**** Unknown item %KNOCKDOWN_VOLUME_II_KNOCKDOWN_VOLUME_III for user (MEFIUG) (19 occurrences)
**** Unknown item %WAR_CHEST for user (YOSEK) (1 occurrence)
**** Unknown item 1146, (1 occurrence)
**** Unknown item 12214 (1 occurrence)
**** Unknown item 12230 (1 occurrence)
**** Unknown item 1310, (1 occurrence)
**** Unknown item 1313, (4 occurrences)
**** Unknown item 1372, (4 occurrences)
**** Unknown item 1375, (3 occurrences)
**** Unknown item 1404209 (1 occurrence)
**** Unknown item 1487, (3 occurrences)
**** Unknown item 154 (1 occurrence)
**** Unknown item 155 (3 occurrences)
**** Unknown item 156 (4 occurrences)
**** Unknown item 158 (3 occurrences)
**** Unknown item 159 (1 occurrence)
**** Unknown item 160 (2 occurrences)
**** Unknown item 161 (10 occurrences)
**** Unknown item 1615, (1 occurrence)
**** Unknown item 162 (12 occurrences)
**** Unknown item 1623, (2 occurrences)
**** Unknown item 163 (36 occurrences)
**** Unknown item 1641, (2 occurrences)
**** Unknown item 1658, (4 occurrences)
**** Unknown item 1688, (2 occurrences)
**** Unknown item 1698, (1 occurrence)
**** Unknown item 1753, (1 occurrence)
**** Unknown item 1875, (3 occurrences)
**** Unknown item 1956, (4 occurrences)
**** Unknown item 2019 (10 occurrences)
**** Unknown item 204, (4 occurrences)
**** Unknown item 2043 (15 occurrences)
**** Unknown item 2046, (5 occurrences)
**** Unknown item 2069, (1 occurrence)
**** Unknown item 208, (1 occurrence)
**** Unknown item 2089 (3 occurrences)
**** Unknown item 2092 (2 occurrences)
**** Unknown item 2102, (3 occurrences)
**** Unknown item 211, (2 occurrences)
**** Unknown item 2149, (3 occurrences)
**** Unknown item 2185 (1 occurrence)
**** Unknown item 2187 (1 occurrence)
**** Unknown item 2190 (25 occurrences)
**** Unknown item 2215, (1 occurrence)
**** Unknown item 237, (3 occurrences)
**** Unknown item 2401 (55 occurrences)
**** Unknown item 2434 (1 occurrence)
**** Unknown item 244 (29 occurrences)
**** Unknown item 2440 (40 occurrences)
**** Unknown item 2448 (2 occurrences)
**** Unknown item 2457 (29 occurrences)
**** Unknown item 2459 (2 occurrences)
**** Unknown item 2479 (40 occurrences)
**** Unknown item 24992286 (1 occurrence)
**** Unknown item 266, (1 occurrence)
**** Unknown item 2713 (5 occurrences)
**** Unknown item 2715 (17 occurrences)
**** Unknown item 2730, (2 occurrences)
**** Unknown item 2748 (9 occurrences)
**** Unknown item 2765 (3 occurrences)
**** Unknown item 2947, (1 occurrence)
**** Unknown item 3066 (38 occurrences)
**** Unknown item 386, (4 occurrences)
**** Unknown item 390, (3 occurrences)
**** Unknown item 430 (12 occurrences)
**** Unknown item 560, (2 occurrences)
**** Unknown item 631 (1 occurrence)
**** Unknown item 638 (1 occurrence)
**** Unknown item 660, (4 occurrences)
**** Unknown item 681, (3 occurrences)
**** Unknown item 755, (4 occurrences)
**** Unknown item 781 (58 occurrences)
**** Unknown item 782 (56 occurrences)
**** Unknown item 844 (1 occurrence)
**** Unknown item 863, (3 occurrences)
**** Unknown item LOST_RUINS_OF_ARNAK (6 occurrences)
**** Unknown item THESAUROS (1 occurrence)

TRADE LOOPS (498 total trades):

(DOMBAS) 2298          receives (LISEK2000) 1944
(OSTRY) 2862           receives (ROSETA) 1658          and sends to (SCRABER) 1381
(OSTRY) 2874                       does not trade
(OSTRY) 2880                       does not trade
(PALMEREX) 2615        receives (ASYMETRI) 1339        and sends to (PATRYKGALKA) 275
(PANCOR) 1117                      does not trade
(PANCOR) 1118                      does not trade
(PANCOR) 1119                      does not trade
(PANCOR) 1120                      does not trade
(PANCOR) 1121                      does not trade
(PANCOR) 1122                      does not trade
(PANCOR) 1123                      does not trade
(PANCOR) 1124                      does not trade
(PANCOR) 1125                      does not trade
(PANCOR) 1126                      does not trade
(PANCOR) 1127                      does not trade
(PANCOR) 1128                      does not trade
(PANCOR) 1129                      does not trade
(PANCOR) 1130                      does not trade
(PANCOR) 1131                      does not trade
(PANCOR) 1132                      does not trade
(PANCOR) 1133                      does not trade
(PANCOR) 1134                      does not trade
(PANCOR) 1135                      does not trade
(PANCOR) 1136                      does not trade
(PANCOR) 1137                      does not trade
(PANCOR) 1138                      does not trade
(PANCOR) 1139                      does not trade
(PANCOR) 1140                      does not trade
(PANCOR) 1141                      does not trade
(PANCOR) 1142                      does not trade
(PANCOR) 1143                      does not trade
(PANCOR) 1144                      does not trade
(PANCOR) 1145                      does not trade
(PANCOR) 1146          receives (LIMPINGMAN) 1762      and sends to (WINSTER) 1013
(PANCOR) 1147                      does not trade
(PANCOR) 1148                      does not trade
(PANCOR) 1149                      does not trade
(PANCOR) 1150                      does not trade
(PANCOR) 1151                      does not trade
(PANCOR) 1152                      does not trade
(PANCOR) 1153                      does not trade
(PANCOR) 1154                      does not trade
(PANCOR) 1155                      does not trade
(PANCOR) 1156          receives (ZABOWSKI) 2836        and sends to (ANOPTICHTYS) 322
(PANCOR) 1157                      does not trade
(PANCOR) 1158                      does not trade
(PANCOR) 1159                      does not trade
(PANCOR) 1160                      does not trade
(PANCOR) 1161                      does not trade
(PANCOR) 1162                      does not trade
(PANCOR) 1163                      does not trade
(PANCOR) 1164                      does not trade
(PANCOR) 1165                      does not trade
(PANCOR) 1166                      does not trade
(PANCOR) 1167                      does not trade
(PANCOR) 1168          receives (NIWGNIP) 1522         and sends to (SIPIO) 2034
(PANCOR) 1169                      does not trade
(PANCOR) 1170                      does not trade
(PANCOR) 1171                      does not trade
(PANCOR) 1172                      does not trade
(PANCOR) 1173                      does not trade
(PANCOR) 1174                      does not trade
(PANCOR) 1175                      does not trade
(PANCOR) 1176                      does not trade
(PANCOR) 1177                      does not trade
(PANCOR) 1178                      does not trade
(PANCOR) 1179                      does not trade
(PANCOR) 1180                      does not trade
(PANCOR) 1181                      does not trade
(PANCOR) 1182                      does not trade
(PANCOR) 1183                      does not trade
(PANCOR) 1184                      does not trade
(PANCOR) 1185                      does not trade
(PANCOR) 1186                      does not trade
(PANCOR) 1187                      does not trade
(PANCOR) 1188                      does not trade
(PANCOR) 1189                      does not trade
(PANCOR) 1190                      does not trade
(PANCOR) 1191                      does not trade
(PANCOR) 1192                      does not trade
(PANCOR) 1193                      does not trade
(PANCOR) 1194                      does not trade
(PANCOR) 1195                      does not trade
(PANCOR) 1196                      does not trade
(PANCOR) 1197                      does not trade
(PANCOR) 1198                      does not trade
(PANCOR) 1199                      does not trade
(PANCOR) 1200                      does not trade
(PANCOR) 1201                      does not trade
(PANCOR) 1202                      does not trade
(PANCOR) 1203                      does not trade
(PANCOR) 1204                      does not trade
(PANCOR) 1205                      does not trade
(PANCOR) 1206                      does not trade
(PANCOR) 1207                      does not trade
(PANCOR) 1208                      does not trade
(PANCOR) 1209                      does not trade
(PANCOR) 1210                      does not trade
(PANCOR) 1211          receives (ZABOWSKI) 2846        and sends to (TH13TEEN) 199
(PANCOR) 1212                      does not trade
(PANCOR) 1213          receives (AMACHNO) 599          and sends to (LIENTAL) 785
(PANCOR) 1214                      does not trade
(PANCOR) 1215                      does not trade
(PANCOR) 1216                      does not trade
(PANCOR) 1217                      does not trade
(PANCOR) 1218                      does not trade
(PANCOR) 1219                      does not trade
(PANCOR) 1220                      does not trade
(PANCOR) 1221                      does not trade
(PANCOR) 1222                      does not trade
(PANCOR) 1223                      does not trade
(PANCOR) 1224                      does not trade
(PANCOR) 1225                      does not trade
(PANCOR) 1226                      does not trade
(PANCOR) 1227                      does not trade
(PANCOR) 1228                      does not trade
(PANCOR) 1229                      does not trade
(PANCOR) 1230                      does not trade
(PANCOR) 1231                      does not trade
(PANCOR) 1232                      does not trade
(PANCOR) 1233                      does not trade
(PANCOR) 1234                      does not trade
(PANCOR) 1235                      does not trade
(PANCOR) 1236                      does not trade
(PANCOR) 1237                      does not trade
(PANCOR) 1238                      does not trade
(PANCOR) 1239          receives (GARG) 2182            and sends to (WOJCIECHS) 1984
(PANCOR) 1240                      does not trade
(PANCOR) 1241          receives (GROR) 2400            and sends to (MISIENCJUSZ) 435
(PANCOR) 1242          receives (KMET) 1982            and sends to (KEROVAN14) 227
(PANCOR) 1243                      does not trade
(PANCOR) 1244                      does not trade
(PANCOR) 1245                      does not trade
(PANCOR) 1246                      does not trade
(PANCOR) 1247                      does not trade
(PANCOR) 1248                      does not trade
(PANCOR) 1249                      does not trade
(PANCOR) 1250                      does not trade
(PANCOR) 1251                      does not trade
(PANCOR) 1252                      does not trade
(PANCOR) 1253                      does not trade
(PANCOR) 1254                      does not trade
(PANCOR) 1255                      does not trade
(PANCOR) 1256                      does not trade
(PANCOR) 1257                      does not trade
(PANCOR) 1258                      does not trade
(PANCOR) 1259                      does not trade
(PANCOR) 1260                      does not trade
(PANCOR) 1261          receives (KARTMAN7) 1304        and sends to (WOOL_F) 2860
(PANCOR) 1262                      does not trade
(PANCOR) 1263                      does not trade
(PANCOR) 1264                      does not trade
(PANCOR) 1265                      does not trade
(PANCOR) 1266                      does not trade
(PANCOR) 1267                      does not trade
(PANCOR) 1268                      does not trade
(PANCOR) 1269                      does not trade
(PANCOR) 1270                      does not trade
(PANCOR) 1271                      does not trade
(PANCOR) 1272                      does not trade
(PANCOR) 1273                      does not trade
(PANCOR) 1274                      does not trade
(PANCOR) 1275                      does not trade
(PANCOR) 1276                      does not trade
(PANCOR) 1277                      does not trade
(PANCOR) 1278                      does not trade
(PANCOR) 1279                      does not trade
(PANCOR) 1280                      does not trade
(PANCOR) 1281                      does not trade
(PANCOR) 1282                      does not trade
(PANCOR) 2624          receives (KUBAP) 2246           and sends to (LISEK2000) 2080
(PANCOR) 2625                      does not trade
(PANCOR) 2626                      does not trade
(PANCOR) 2627                      does not trade
(PANCOR) 2628                      does not trade
(PANCOR) 2629                      does not trade
(PANCOR) 2630                      does not trade
(PANCOR) 2631                      does not trade
(PANCOR) 2632                      does not trade
(PANCOR) 2633                      does not trade
(PANCOR) 2634                      does not trade
(PANCOR) 2635                      does not trade
(PANCOR) 2636                      does not trade
(PANCOR) 2637                      does not trade
(PANCOR) 2638                      does not trade
(PANCOR) 2639                      does not trade
(PANCOR) 2640                      does not trade
(PANCOR) 2641                      does not trade
(PANCOR) 2642                      does not trade
(PANCOR) 2643                      does not trade
(PANCOR) 2644                      does not trade
(PANCOR) 2645                      does not trade
(PANCOR) 2646                      does not trade
(PANCOR) 2647                      does not trade
(PANCOR) 2648                      does not trade
(PANCOR) 2649                      does not trade
(PANCOR) 2650                      does not trade
(PANCOR) 2651                      does not trade
(PANCOR) 2652                      does not trade
(PANCOR) 2653                      does not trade
(PANCOR) 2654                      does not trade
(PANCOR) 2655                      does not trade
(PANCOR) 2656                      does not trade
(PANCOR) 2657                      does not trade
(PANCOR) 2658                      does not trade
(PANCOR) 2659                      does not trade
(PANCOR) 2660                      does not trade
(PANCOR) 2662                      does not trade
(PANCOR) 2664                      does not trade
(PANCOR) 2665                      does not trade
(PANCOR) 2666                      does not trade
(PANCOR) 2668          receives (BARTMAN71) 2548       and sends to (GINET1) 2938
(PANCOR) 2670                      does not trade
(PANCOR) 2671                      does not trade
(PANCOR) 2673                      does not trade
(PANCOR) 2674                      does not trade
(PANCOR) 2675                      does not trade
(PANCOR) 2676          receives (MEFIUG) 1746          and sends to (MEFIUG) 1746
(PANCOR) 2679          receives (NIWGNIP) 1524         and sends to (ROSETA) 1636
(PANCOR) 2681                      does not trade
(PANCOR) 2682          receives (GARG) 2211            and sends to (VORONWE) 1618
(PANCOR) 2685                      does not trade
(PANCOR) 2971                      does not trade
(PANCOR) 2973                      does not trade
(PANCOR) 2974                      does not trade
(PANCOR) 2975                      does not trade
(PANCOR) 2976                      does not trade
(PANCOR) 2979                      does not trade
(PANCOR) 2980                      does not trade
(PANCOR) 2982                      does not trade
(PANCOR) 2983                      does not trade
(PANCOR) 2985                      does not trade
(PANCOR) 2986                      does not trade
(PANCOR) 3039                      does not trade
(PANCOR) 3041                      does not trade
(PANCOR) 3042                      does not trade
(PANCOR) 3043                      does not trade
(PANCOR) 3045          receives (ISKRANAPROCHY) 690    and sends to (KLANCYG) 508
(PANCOR) 3047                      does not trade
(PANCOR) 3049                      does not trade
(PANCOR) 3051          receives (OSTRY) 2829           and sends to (QRZY88) 2508
(PANCOR) 3052                      does not trade
(PANCOR) 3054                      does not trade
(PANCOR) 3055                      does not trade
(PANCOR) 3057                      does not trade
(PATRYKGALKA) 2285     receives (STACHUSTACH187) 523   and sends to (PUSHEENEIRO) 1038
(PATRYKGALKA) 2286     receives (GARG) 2212            and sends to (BORYSX) 1629
(PATRYKGALKA) 2287                 does not trade
(PATRYKGALKA) 2288                 does not trade
(PATRYKGALKA) 2289                 does not trade
(PATRYKGALKA) 2290                 does not trade
(PATRYKGALKA) 2291                 does not trade
(PATRYKGALKA) 260      receives (TEDOKA) 2495          and sends to (KONTRABAS) 1496
(PATRYKGALKA) 261      receives (JIMI_) 2439           and sends to (KUBAP) 2270
(PATRYKGALKA) 262                  does not trade
(PATRYKGALKA) 263      receives (WOOL_F) 2844          and sends to (GARG) 2273
(PATRYKGALKA) 264                  does not trade
(PATRYKGALKA) 265      receives (RAFAL1991) 721        and sends to (TOPBGG) 135
(PATRYKGALKA) 266      receives (YOORECK) 153          and sends to (VOYDEN) 2796
(PATRYKGALKA) 267                  does not trade
(PATRYKGALKA) 268                  does not trade
(PATRYKGALKA) 269                  does not trade
(PATRYKGALKA) 270                  does not trade
(PATRYKGALKA) 271                  does not trade
(PATRYKGALKA) 272                  does not trade
(PATRYKGALKA) 273                  does not trade
(PATRYKGALKA) 274      receives (ITSTHISGUYAGAIN) 443  and sends to (HEXONAUTA) 1444
(PATRYKGALKA) 275      receives (PALMEREX) 2615        and sends to (BARTMAN71) 2548
(PATRYKGALKA) 276                  does not trade
(PATRYKGALKA) 277                  does not trade
(PATRYKGALKA) 278                  does not trade
(PATRYKGALKA) 279      receives (BARTMAN71) 2545       and sends to (MANKOSLAW) 498
(PATRYKGALKA) 280                  does not trade
(PATRYKGALKA) 281                  does not trade
(PATRYKGALKA) 282                  does not trade
(PATRYKGALKA) 283                  does not trade
(PATRYKGALKA) 284                  does not trade
(PATRYKGALKA) 285                  does not trade
(PATRYKGALKA) 286                  does not trade
(PATRYKGALKA) 287                  does not trade
(PATRYKGALKA) 288                  does not trade
(PATRYKGALKA) 289                  does not trade
(PATRYKGALKA) 290                  does not trade
(PATRYKGALKA) 291                  does not trade
(PATRYKGALKA) 292                  does not trade
(PATRYKGALKA) 293      receives (MIZIO) 2614           and sends to (LISEK2000) 1923
(PATRYKGALKA) 294                  does not trade
(PATRYKGALKA) 295                  does not trade
(PATRYKGALKA) 296                  does not trade
(PATRYKGALKA) 297                  does not trade
(PATRYKGALKA) 298      receives (TENCZ) 1627           and sends to (CIUPAKABRA997) 499
(PATRYKGALKA) 299                  does not trade
(PATRYKGALKA) 300                  does not trade
(PATRYKGALKA) 301                  does not trade
(PATRYKGALKA) 302      receives (CZOCHRUN) 836         and sends to (KEROVAN14) 206
(PATRYKGALKA) 303                  does not trade
(PATRYKGALKA) 304                  does not trade
(PATRYKGALKA) 305                  does not trade
(PATRYKGALKA) 306                  does not trade
(PATRYKGALKA) 768                  does not trade
(PATRYKGALKA) 769                  does not trade
(PATRYKGALKA) 770                  does not trade
(PATRYKGALKA) 771                  does not trade
(PATRYKGALKA) 772      receives (VINIOLLI) 1612        and sends to (MAT_EYO) 1511
(PATRYKGALKA) 773                  does not trade
(PATRYKGALKA) 774                  does not trade
(PATRYKGALKA) 776                  does not trade
(PAWLIK) 1449          receives (JINGOWAWA) 1316       and sends to (JINGOWAWA) 1316
(PAWLIK) 2232                      does not trade
(PAWLIK) 2281                      does not trade
(PAWLIK) 992                       does not trade
(PHILM78) 1815         receives (MIZIO) 2609           and sends to (LIMPINGMAN) 1762
(PHILM78) 1816                     does not trade
(PHILM78) 1817                     does not trade
(PHILM78) 1818                     does not trade
(PHILM78) 1819                     does not trade
(PHILM78) 1820                     does not trade
(PHILM78) 1821                     does not trade
(PHILM78) 1823                     does not trade
(PHILM78) 1825         receives (ASTRIELL88) 1662      and sends to (ITSTHISGUYAGAIN) 445
(PIOTR1) 1570          receives (MAT_EYO) 1511         and sends to (RAFAL1991) 721
(PIOTR1) 1826                      does not trade
(PIOTR1) 1828                      does not trade
(PIOTR1) 640                       does not trade
(PIOTR1) 642           receives (MANKOSLAW) 497        and sends to (ROSETA) 1633
