TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 6575579fb1848a58172e4e399946712e
ERRORS:
**** Item %BONFIRE for user (ISKRANAPROCHY) is repeated in want list for 2619.
**** Item %DARWIN for user (JAGASTR) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2275.
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2277.
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2285.
**** Item %DWERGAR for user (KUSIEN) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %FORGOTTEN_WATERS for user (MARTIXX) is repeated in want list for 1513.
**** Item %FROSTPUNK_ALL_IN for user (POLO15) is repeated in want list for 739.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1557.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1559.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1561.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1564.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1566.
**** Item 1483 is repeated in want list for 2094.
**** Item 1851 is repeated in want list for 820.
**** Item 1851 is repeated in want list for 869.
**** Item 1851 is repeated in want list for 870.
**** Item 1851 is repeated in want list for 871.
**** Item 1851 is repeated in want list for 872.
**** Item 1851 is repeated in want list for 875.
**** Item 1851 is repeated in want list for 879.
**** Item 1851 is repeated in want list for 987.
**** Item 1852 is repeated in want list for 869.
**** Item 1852 is repeated in want list for 870.
**** Item 1852 is repeated in want list for 871.
**** Item 1852 is repeated in want list for 872.
**** Item 1852 is repeated in want list for 875.
**** Item 1852 is repeated in want list for 879.
**** Item 1852 is repeated in want list for 987.
**** Item 1883 is repeated in want list for 820.
**** Item 197 is repeated in want list for 1236.
**** Item 1973 is repeated in want list for 1527.
**** Item 228 is repeated in want list for 869.
**** Item 228 is repeated in want list for 870.
**** Item 228 is repeated in want list for 871.
**** Item 228 is repeated in want list for 872.
**** Item 228 is repeated in want list for 875.
**** Item 228 is repeated in want list for 879.
**** Item 228 is repeated in want list for 987.
**** Item 2291 is repeated in want list for 2108.
**** Item 2496 is repeated in want list for 1236.
**** Item 326 is repeated in want list for 2094.
**** Item 351 is repeated in want list for 1236.
**** Item 432 is repeated in want list for 2215.
**** Item 855 is repeated in want list for 2094.
**** Item 878 is repeated in want list for %ROLL_PLAYER for user (JAGGA68).
**** Unknown item %1700438958179 for user (DGRODO) (2 occurrences)
**** Unknown item %BONFIRE_BONFIRE_TREES_CREATURES for user (GABENS29) (1 occurrence)
**** Unknown item %PANDEMIC_FALL_OF_ROME for user (KURUNIR) (1 occurrence)
**** Unknown item %THE_KING_IS_DEAD_SECOND_EDITION_THE_KING_IS_DEAD_BETRAY_PROMO_CARD for user (LEINADUS) (2 occurrences)
**** Unknown item 042 (1 occurrence)
**** Unknown item 1459 (16 occurrences)
**** Unknown item 1462 (4 occurrences)
**** Unknown item 1464 (1 occurrence)
**** Unknown item 1466 (4 occurrences)
**** Unknown item 1468 (50 occurrences)
**** Unknown item 1757 (11 occurrences)
**** Unknown item 1762 (13 occurrences)
**** Unknown item 1764 (4 occurrences)
**** Unknown item 1766 (8 occurrences)
**** Unknown item 1768 (11 occurrences)
**** Unknown item 2164 (8 occurrences)
**** Unknown item 2167 (6 occurrences)
**** Unknown item 2169 (2 occurrences)
**** Unknown item 2170 (30 occurrences)
**** Unknown item 2172 (29 occurrences)
**** Unknown item 2173 (31 occurrences)
**** Unknown item 2175 (44 occurrences)
**** Unknown item 2179 (48 occurrences)
**** Unknown item 2180 (29 occurrences)
**** Unknown item 2181 (5 occurrences)
**** Unknown item 2182 (7 occurrences)
**** Unknown item 2222 (73 occurrences)
**** Unknown item 2224 (31 occurrences)
**** Unknown item 2225 (39 occurrences)
**** Unknown item 2228 (61 occurrences)
**** Unknown item 2230 (6 occurrences)
**** Unknown item 2249 (45 occurrences)
**** Unknown item 2253 (18 occurrences)
**** Unknown item 2490 (39 occurrences)
**** Unknown item 2492 (1 occurrence)
**** Unknown item 2577 (1 occurrence)
**** Unknown item 2578 (60 occurrences)
**** Unknown item 2580 (16 occurrences)
**** Unknown item 2583 (25 occurrences)
**** Unknown item 2585 (29 occurrences)
**** Unknown item 2588 (2 occurrences)
**** Unknown item 2589 (2 occurrences)
**** Unknown item 2594 (31 occurrences)
**** Unknown item 2595 (14 occurrences)
**** Unknown item 2596 (38 occurrences)
**** Unknown item 308 (70 occurrences)
**** Unknown item 309 (6 occurrences)
**** Unknown item 310 (63 occurrences)
**** Unknown item 311 (5 occurrences)
**** Unknown item 312 (107 occurrences)
**** Unknown item 394 (33 occurrences)
**** Unknown item 559 (4 occurrences)

TRADE LOOPS (715 total trades):

(_SLY_) 451            receives (ANOPTICHTYS) 1614
(MORMAKILL) 30         receives (IRONHAWK) 1223        and sends to (MICHALPOLSKA) 367
(MORMAKILL) 31                     does not trade
(MORMAKILL) 33                     does not trade
(MORMAKILL) 36                     does not trade
(MORMAKILL) 37                     does not trade
(MORMAKILL) 38                     does not trade
(MORMAKILL) 39                     does not trade
(MORMAKILL) 41                     does not trade
(MORMAKILL) 43                     does not trade
(MORMAKILL) 44                     does not trade
(MORMAKILL) 48         receives (KALAY) 736            and sends to (FYEI) 2559
(MORMAKILL) 50                     does not trade
(MORMAKILL) 51                     does not trade
(MORMAKILL) 53                     does not trade
(MORMAKILL) 62                     does not trade
(MORMAKILL) 66                     does not trade
(MORMAKILL) 68                     does not trade
(MORMAKILL) 70                     does not trade
(MORMAKILL) 80                     does not trade
(MORMAKILL) 84         receives (BRILLOWSKI) 1790      and sends to (STOICKOV) 98
(MORMAKILL) 99                     does not trade
(MS103) 1671                       does not trade
(MS103) 791                        does not trade
(MS103) 792                        does not trade
(MS103) 793                        does not trade
(MS103) 794                        does not trade
(MS103) 795                        does not trade
(MS103) 796                        does not trade
(MS103) 797            receives (KRYSTEK) 707          and sends to (MAAATI) 1969
(MS103) 798                        does not trade
(MTNW) 1276                        does not trade
(MTNW) 1278                        does not trade
(MTNW) 1279                        does not trade
(MTNW) 1280            receives (LADZIK) 2218          and sends to (MIZIO) 1457
(MTNW) 1282            receives (CHARLIEVEGAN) 1139    and sends to (RUTRA1992) 1297
(MTNW) 1283            receives (ANOPTICHTYS) 2549     and sends to (LISEK2000) 1551
(MTNW) 1284            receives (ARCRAYD) 1089         and sends to (KORPOREJSZYN) 1121
(MUDIABC) 1236                     does not trade
(MUDIABC) 1237                     does not trade
(MUDIABC) 1239                     does not trade
(MUDIABC) 1240                     does not trade
(MUDIABC) 1241         receives (ROPSONIK) 1565        and sends to (JENNY70) 2245
(MUDIABC) 1242         receives (MICHALPOLSKA) 367     and sends to (FIUFEK) 69
(MUDIABC) 1243                     does not trade
(MYREKSZALONY) 1072                does not trade
(MYREKSZALONY) 1075                does not trade
(MZEPTER) 1482                     does not trade
(MZEPTER) 1483                     does not trade
(MZEPTER) 1484                     does not trade
(MZEPTER) 1485                     does not trade
(MZEPTER) 1486         receives (NOSIADBT1100) 2357    and sends to (AGAMEMNONXD) 2276
(MZEPTER) 1487                     does not trade
(MZEPTER) 1488                     does not trade
(MZEPTER) 1489                     does not trade
(MZEPTER) 1490                     does not trade
(MZEPTER) 1491         receives (PANCOR) 2379          and sends to (LISEK2000) 1570
(MZEPTER) 1492                     does not trade
(MZEPTER) 1493         receives (PAROOS) 2009          and sends to (FLIEGEN) 1002
(MZEPTER) 1494                     does not trade
(MZEPTER) 1495         receives (PROPI) 412            and sends to (HELLOWEEN85) 855
(MZEPTER) 1496                     does not trade
(MZEPTER) 1497         receives (PANCOR) 2421          and sends to (RYSKAL) 1149
(NEDENO) 620                       does not trade
(NEDENO) 621           receives (LISEK2000) 1539       and sends to (KIVU) 980
(NEDENO) 622                       does not trade
(NEDENO) 625                       does not trade
(NEDENO) 630           receives (DIBBLER) 569          and sends to (REIGNX) 2292
(NIEDZIELNYPIONEK) 400             does not trade
(NIEDZIELNYPIONEK) 402             does not trade
(NIEDZIELNYPIONEK) 403             does not trade
(NIEDZIELNYPIONEK) 405             does not trade
(NIEDZIELNYPIONEK) 406 receives (KUSIEN) 1274          and sends to (GARG) 1371
(NIEDZIELNYPIONEK) 408             does not trade
(NIEDZIELNYPIONEK) 424             does not trade
(NOSIADBT1100) 2343    receives (FPS_PYZ) 1704         and sends to (POLO15) 745
(NOSIADBT1100) 2351                does not trade
(NOSIADBT1100) 2354                does not trade
(NOSIADBT1100) 2356                does not trade
(NOSIADBT1100) 2357    receives (ANOPTICHTYS) 1618     and sends to (MZEPTER) 1486
(NUMERNABIS) 1913                  does not trade
(NUMERNABIS) 1914                  does not trade
(NUMERNABIS) 1915                  does not trade
(NUMERNABIS) 1916                  does not trade
(NUMERNABIS) 1917                  does not trade
(NUMERNABIS) 1918                  does not trade
(NUMERNABIS) 1920                  does not trade
(NUMERNABIS) 1921      receives (KASZKIET) 1499        and sends to (MAYASTY) 874
(NUMERNABIS) 1923                  does not trade
(NUMERNABIS) 1924      receives (GABENS29) 203         and sends to (SYDONIAA) 63
(OSTRY) 1480                       does not trade
(OSTRY) 1481                       does not trade
(OSTRY) 179                        does not trade
(OSTRY) 180                        does not trade
(OSTRY) 181                        does not trade
(OSTRY) 182                        does not trade
(OSTRY) 183            receives (LUKASHI) 586          and sends to (LOUREDPL) 844
(OSTRY) 184                        does not trade
(OSTRY) 185                        does not trade
(OSTRY) 186                        does not trade
(OSTRY) 187                        does not trade
(OSTRY) 188                        does not trade
(OSTRY) 189                        does not trade
(OSTRY) 190                        does not trade
(OSTRY) 191            receives (RYSKAL) 1149          and sends to (ROPSONIK) 1562
(OSTRY) 192                        does not trade
(OSTRY) 193                        does not trade
(OSTRY) 194            receives (RHINO055) 2201        and sends to (RAFMIX) 767
(OSTRY) 195                        does not trade
(OSTRY) 196            receives (SWIROFF) 926          and sends to (PANCOR) 2309
(OSTRY) 197                        does not trade
(OSTRY) 198                        does not trade
(OSTRY) 199                        does not trade
(OSTRY) 200                        does not trade
(OSTRY) 2196                       does not trade
(OSTRY) 2512                       does not trade
(OSTRY) 2515                       does not trade
(OSTRY) 2516                       does not trade
(OSTRY) 2519                       does not trade
(PAGA54) 1187          receives (GRYZLI83) 417         and sends to (BAAKA) 357
(PAGA54) 571                       does not trade
(PAGA54) 572                       does not trade
(PAGA54) 573                       does not trade
(PAGA54) 574                       does not trade
(PAGA54) 953                       does not trade
(PAGA54) 954           receives (SZUTEK) 822           and sends to (POLO15) 737
(PALMEREX) 1814        receives (KONRADSTPN) 2641      and sends to (SHAKQ) 2334
(PALMEREX) 1815                    does not trade
(PALMEREX) 1819                    does not trade
(PALMEREX) 1828                    does not trade
(PALMEREX) 1835                    does not trade
(PALMEREX) 1841                    does not trade
(PALMEREX) 1850        receives (DEEDO72) 2087         and sends to (SZCZEPAN89) 6
(PALMEREX) 1875                    does not trade
(PALMEREX) 1877                    does not trade
(PALMEREX) 1878                    does not trade
(PALMEREX) 1879        receives (BAAKA) 357            and sends to (STASZEK) 2616
(PALMEREX) 1880                    does not trade
(PANCOR) 2247                      does not trade
(PANCOR) 2258                      does not trade
(PANCOR) 2280                      does not trade
(PANCOR) 2282                      does not trade
(PANCOR) 2283          receives (DENINIS) 492          and sends to (JIMTERR) 2108
(PANCOR) 2286                      does not trade
(PANCOR) 2288                      does not trade
(PANCOR) 2290                      does not trade
(PANCOR) 2291                      does not trade
(PANCOR) 2294                      does not trade
(PANCOR) 2295          receives (SIPIO) 1679           and sends to (BAAKA) 351
(PANCOR) 2296                      does not trade
(PANCOR) 2297                      does not trade
(PANCOR) 2299                      does not trade
(PANCOR) 2300                      does not trade
(PANCOR) 2301                      does not trade
(PANCOR) 2304                      does not trade
(PANCOR) 2305                      does not trade
(PANCOR) 2308                      does not trade
(PANCOR) 2309          receives (OSTRY) 196            and sends to (REVACHOLIAN) 1268
(PANCOR) 2310                      does not trade
(PANCOR) 2311                      does not trade
(PANCOR) 2312                      does not trade
(PANCOR) 2313                      does not trade
(PANCOR) 2314                      does not trade
(PANCOR) 2315                      does not trade
(PANCOR) 2317                      does not trade
(PANCOR) 2318                      does not trade
(PANCOR) 2319          receives (SWONICK) 1861         and sends to (SZAFARCZYK5) 306
(PANCOR) 2320                      does not trade
(PANCOR) 2321          receives (KOMIX) 1600           and sends to (TRINGA) 624
(PANCOR) 2322                      does not trade
(PANCOR) 2323                      does not trade
(PANCOR) 2324                      does not trade
(PANCOR) 2326                      does not trade
(PANCOR) 2327                      does not trade
(PANCOR) 2328                      does not trade
(PANCOR) 2329                      does not trade
(PANCOR) 2330                      does not trade
(PANCOR) 2376                      does not trade
(PANCOR) 2378                      does not trade
(PANCOR) 2379          receives (KARTMAN7) 589         and sends to (MZEPTER) 1491
(PANCOR) 2380                      does not trade
(PANCOR) 2381                      does not trade
(PANCOR) 2382                      does not trade
(PANCOR) 2383                      does not trade
(PANCOR) 2384                      does not trade
(PANCOR) 2385                      does not trade
(PANCOR) 2390                      does not trade
(PANCOR) 2391                      does not trade
(PANCOR) 2392                      does not trade
(PANCOR) 2393                      does not trade
(PANCOR) 2394          receives (MAAATI) 1969          and sends to (GARG) 1361
(PANCOR) 2395                      does not trade
(PANCOR) 2396                      does not trade
(PANCOR) 2397                      does not trade
(PANCOR) 2399                      does not trade
(PANCOR) 2400                      does not trade
(PANCOR) 2401          receives (KONRADSTPN) 265       and sends to (BLEBOK) 838
(PANCOR) 2402                      does not trade
(PANCOR) 2403                      does not trade
(PANCOR) 2404                      does not trade
(PANCOR) 2405          receives (GARG) 1361            and sends to (PROPI) 421
(PANCOR) 2406                      does not trade
(PANCOR) 2407                      does not trade
(PANCOR) 2408                      does not trade
(PANCOR) 2409                      does not trade
(PANCOR) 2410                      does not trade
(PANCOR) 2411                      does not trade
(PANCOR) 2413                      does not trade
(PANCOR) 2415                      does not trade
(PANCOR) 2416                      does not trade
(PANCOR) 2417                      does not trade
(PANCOR) 2418                      does not trade
(PANCOR) 2419                      does not trade
(PANCOR) 2420                      does not trade
(PANCOR) 2421          receives (PUSHEENEIRO) 832      and sends to (MZEPTER) 1497
(PANCOR) 2422                      does not trade
(PANCOR) 2423                      does not trade
(PANCOR) 2424          receives (FPS_PYZ) 1723         and sends to (POLO15) 724
(PANCOR) 2425                      does not trade
(PANCOR) 2426                      does not trade
(PANCOR) 2427                      does not trade
(PANCOR) 2428                      does not trade
(PANCOR) 2429                      does not trade
(PANCOR) 2431                      does not trade
(PANCOR) 2432                      does not trade
(PANCOR) 2433                      does not trade
(PANCOR) 2435                      does not trade
(PANCOR) 2436                      does not trade
(PANCOR) 2437          receives (GRIMCLASH) 1232       and sends to (TYMOTEUSZ7) 541
(PANCOR) 2439                      does not trade
(PANCOR) 2440          receives (BRASAS) 1992          and sends to (GARG) 1370
(PANCOR) 2441                      does not trade
(PANCOR) 2444                      does not trade
(PANCOR) 2446                      does not trade
(PANCOR) 2447                      does not trade
(PANCOR) 2449                      does not trade
(PANCOR) 2450                      does not trade
(PANCOR) 2451                      does not trade
(PANCOR) 2452                      does not trade
(PANCOR) 2453                      does not trade
(PANCOR) 2454                      does not trade
(PANCOR) 2455                      does not trade
(PANCOR) 2456                      does not trade
(PANCOR) 2457                      does not trade
(PANCOR) 2458          receives (PONIEWAZ) 2443        and sends to (KRYSTEK) 713
(PANCOR) 2459                      does not trade
(PANCOR) 2461                      does not trade
(PANCOR) 2462                      does not trade
(PANCOR) 2463                      does not trade
(PANCOR) 2464                      does not trade
(PANCOR) 2465                      does not trade
(PANCOR) 2466                      does not trade
(PANCOR) 2467                      does not trade
(PANCOR) 2468                      does not trade
(PANCOR) 2469                      does not trade
(PANCOR) 2470                      does not trade
(PANCOR) 2471                      does not trade
(PANCOR) 2472                      does not trade
(PANCOR) 2473                      does not trade
(PANCOR) 2474                      does not trade
(PANCOR) 2475                      does not trade
(PANCOR) 2476                      does not trade
(PANCOR) 2477                      does not trade
(PANCOR) 2478                      does not trade
(PANCOR) 2479                      does not trade
(PANCOR) 2480          receives (LISEK2000) 1551       and sends to (UNKNOWN0) 457
(PANCOR) 2482                      does not trade
(PANCOR) 2484                      does not trade
(PANCOR) 2642                      does not trade
(PANCOR) 2643                      does not trade
(PANCOR) 2644          receives (BLEBOK) 838           and sends to (GARG) 1405
(PANCOR) 2645          receives (PATRYKGALKA) 82       and sends to (JEDREK) 336
(PANDORZECZA) 1512                 does not trade
(PANDORZECZA) 1515                 does not trade
(PANDORZECZA) 1516                 does not trade
(PANDORZECZA) 1517                 does not trade
(PANDORZECZA) 1518                 does not trade
(PANDORZECZA) 1519     receives (DAWTA) 1792           and sends to (MONIAAA) 289
(PANDORZECZA) 1520                 does not trade
(PANDORZECZA) 1521     receives (SKOTI) 1897           and sends to (JAKUBWAKIEC) 676
(PANDORZECZA) 1522                 does not trade
(PANDORZECZA) 1591     receives (POLO15) 740           and sends to (REVACHOLIAN) 548
(PANDORZECZA) 1593                 does not trade
(PANDORZECZA) 2624     receives (KLANCYG) 1908         and sends to (FPS_PYZ) 1729
(PANNORY) 688          receives (JENNY70) 2244         and sends to (CHARLIEVEGAN) 717
(PANODDJOB00) 1807     receives (REEVS) 2567           and sends to (BARTMAN71) 1716
(PANODDJOB00) 1809     receives (RYSKAL) 1145          and sends to (PROBBI) 1872
(PANTERA_SNIEZNA) 1422             does not trade
(PANTERA_SNIEZNA) 1424             does not trade
(PANTERA_SNIEZNA) 1427             does not trade
(PAROOS) 1548          receives (BIGBADSHEEP) 1669     and sends to (RALFMARK) 1775
(PAROOS) 1654                      does not trade
(PAROOS) 1753          receives (HELLOWEEN85) 2000     and sends to (KURUNIR) 689
(PAROOS) 2009          receives (ROPSONIK) 1559        and sends to (MZEPTER) 1493
(PATROL1Q) 1426        receives (FPS_PYZ) 1729         and sends to (SWONICK) 1865
(PATRYKGALKA) 100                  does not trade
(PATRYKGALKA) 102                  does not trade
(PATRYKGALKA) 11                   does not trade
(PATRYKGALKA) 113                  does not trade
(PATRYKGALKA) 117      receives (MIZIO) 1639           and sends to (RYSKA) 1034
(PATRYKGALKA) 118      receives (RYSKAL) 1148          and sends to (JNOWACZY) 434
(PATRYKGALKA) 1188                 does not trade
(PATRYKGALKA) 1189                 does not trade
(PATRYKGALKA) 1190     receives (PIZZACHIP) 759        and sends to (VAGABOOOND) 2177
(PATRYKGALKA) 120                  does not trade
(PATRYKGALKA) 13                   does not trade
(PATRYKGALKA) 131                  does not trade
(PATRYKGALKA) 132                  does not trade
(PATRYKGALKA) 133                  does not trade
(PATRYKGALKA) 135                  does not trade
